Tweet Text,label (annotator1),label (annotator2),label (annotator3)
#Jaafari #AlternativeFacts: I represent humanitarian Butcher #Assad. If you don't believe me then you are terrorist.,,,
via tyler's instagram :.:my boy at my back waiting for anyone to attack:.:,,,
"I didn't side with Corbyn on Trident issue, but after the news of the cover up and the potential disaster, I'm beginning to see his point",,,
How about holding you're on PMs feet to the fire while he is killing Canada. Your fake news! Give your head a shake!,,,
I kinda lose my focus as I'm about to vote for Kirran on Vodi because I'm looking at a list of beauty queens #MissUniverse #Malaysia,,,
A trip across WB I-90 is taking almost FOUR TIMES as long as average. NB I-5 not ideal either. #TravelTimes latest:…,,,
"If you're an innocent civilian fleeing your country because ISIS is trying to kill you, America ought to have your back. #NoBanNoWall",,,
"of all the upsetting news headlines i've seen today today, ""the hidden dangers of coconut oil"" has really shaken me to my core",,,
Emmett Till was MURDERED cause a white woman said he whistled at her. She admits today that he really didn't. Why i…,,,
"Actually, still think it's Cyrus. He tried to have his husband killed. I don't put anything past him #Scandal",,,
"Hello,my name is Inigo Montoya, you killed my father, prepare to die.",,,
if you call my man magnus bane ugly I'm calling the police,,,
"this is probably a long shot as you mostly record with Erik, I was wondering if you maybe wanted to do a collaboration__",,,
Thanks for DeVos. But I don't understand your vote for Pompeo? You're convinced he's against torture?OK w his Clinton committee?,,,
Naw Bucky in your case it's different cause you literally confirm the stereotype.,,,
this bts fancam of I Ruled The World is the fancam that send me on emergency room & also giving me life inside ICU,,,
"(610): How are you not embarrassed to know me. I'm a mess right now. I'm a walking, talking tornado of embarrassmen…",,,
"Not 1 person was arrested during the protest in DC. I am one of your constituents, you lost my vote. #NotmySenator",,,
"I'm grateful to my US History teacher, Mr. Ducote, who debunked the ""White American Savior"" myth in the Philippines…",,,
I called Fire service for 2hrs they didn't show up at my house when a live wire from the ecg pole fell into the street n my house @KafuiDey,,,
"I work at Albertsons in Rio Rancho, Nm. I am a victim of discrimination at this store because I am gay.",,,
Many school children I met believe Rahul Gandhi is Great grandson of Mahatma Gandhi. My generation is the guilty fo…,,,
I picture Rube Goldberg scenarios where all my students got into in one complex car accident and that's why they're late. #Classwatch2017,,,
"Too many of my youth watching tv chasing d America dream, tell me, who is going to dream for Africa #AfricaDream:",,,
"Danger is my middle name. Meanwhile, my last name is Field. And my first name is Rodney.",,,
"I came to a hair salon fix my color. It's not bad. Anyeay, Japan is sooooo cold actually. I'm…",,,
"For one week the Police was your friend. Now they are villains. What changed thozha? Not them, it is you in my opinion! #Jallikattu",,,
This news about BTS has killed me and planned the future death for my wallet. #BTSYouNeverWalkAlone,,,
I @ last time to tell you to not speak for us when you said that we're getting killed by white N-Africans and you w…,,,
"Join me Saturday, January 28th for Adrenaline.. I'm excited to announce my new Las Vegas…",,,
I really think Pittsburgh had a great season. Today was a massively disappointing disaster. But I thought rebounding from 4-5 was fantastic,,,
Exactly what i'm talking about. Playing victim shouldn't be a ticket untuk you raih simpati & get attention.,,,
I'm giving away something for you on @Listia: Chesterfield County Police Department Pat. Get it here -,,,
"Yogi Adityanath Is BJP star Parcharak In Uttar Pardesh,That's Your Reward To Bigots! Why you Justify those Who warn…",,,
"______Henry Dow's account of #BourkeSt on Friday. 'I am Lou, you are going to be OK' via…",,,
my boy at my back for anyone to attack (via Tyler's Instagram),,,
If you haven't seen Miranda Lambert perform or weren't planning on seeing her Highway Vagabond Tour.. what are you doing with your life,,,
"I think my entry for the 'design Hamilton's helmet' competition is a sure-fire winner, I have to be honest.…",,,
"Racial-hate attack: ""I'm gonna split your head. You f***ing n***er"" Bat-wielding white man rails at Nigerian……",,,
A midlife crisis is when you get to the top rung of your ladder and realize you leaned it against the wrong wall - John Scherer. TedXKrakow,,,
[INFO] 170123 YMC Entertainment decided to close down I.O.I's official fancafe after January 31st…,,,
Please. She's not being held against her will. She's not some victim. She plagiarised Michelle. She's complicit in…,,,
Your baby is tied to a ham. You have the hamburglar. He tells you you have beautiful eyes. Do you take a shot at lo…,,,
He is a loon. When I think of CA I think of old Chicago w/ gangsters IN CONTROL! TOTALLY CORRUPT GOV! Insane & i…,,,
> I post pictures from LSPDFR on Instagram > People think I'm hinting at a police DLC,,,
Democracy my buttocks. You Remainiacs are determined to cede power away from the UK to foreign bureaucrats. Our peo…,,,
What the heck? I go out to the pub & return to see Laura Kuenssberg has declared herself spokesperson for the UK. Did I miss a vote on this?,,,
I'm all for jokes between Bengalis and pakis it's what we do but if you start laughing off the 1971 war then you're a prick,,,
"At age 16, my parents used their savings to send me to America. As an elected official today, I stand with immigran…",,,
This guy makes allegations to the Police about Paula Bennett regarding assault of a minor and benefit fraud: they t…,0,,0
w_terrence: Jim .Acosta is Racist! CNN always pulling the race card but listen to Jim! Jim the Joke!,0,,0
Secret Bank Accounts in Israel and Switzerland Result in a Guilty Plea #plea #guiltyplea,2,,1
Another suspicious fire at Jersey Shore beach a day after ice cream hut burns #Newark,1,,0
"FLASH! SK premier Brad Wall announces resignation; Derek Fildebrandt suggests if Wall needs a place to crash, well",1,,0
"New in the GIS world: ""JLL Income Property Trust Acquires Grocery-Anchored Retail Center in Las Vegas""",3,,1
Police are calling Euarchol “Ella” Wanichpan's disappearance suspicious.,1,,1
Denton Police Seek Brazen Car Thief #Fortworth,1,,1
"Duncan, a famous 2-legged dog, went missing after a car crash, but his family never gave up hope:…",1,,0
"Scottish independence, Colin Farrell and a Segway. In that order.",0,,0
NSC memo is not just nuts but scary - people around the president in nat sec roles are describing the opposition as…,0,,2
Leah Remini questions Elisabeth Moss' continued support of Scientology,1,,1
Who abused VP?It's an old Lutyens trick of projecting criticizing & qning secular liberals as abuse & then cry vict…,0,,0
AFRICOM targets Shabaab twice in southern Somalia -,2,,2
You murdered Seth Rich on Julian Assange's orders?,0,,1
Officials: Former South Loop teacher convicted of sexually abusing 2 preschoolers #News #USA,1,,1
Urgent Prophetic Warning For Florida: Nuclear Tide:,1,,0
"Via rvp Ravi VS Prasad - RT ETNOWlive ""CLSA ON MOTHERSON SUMI : Maintains Buy; raises target to _380/sh from _340/sh""",2,,0
"Credit Suisse will prohibit trading of certain Venezuelan bonds, citing the country’s political climate",3,,1
View: Dokalam crisis is a reflection of China's expansionist tendencies. @realDonaldTrump dare sanctions on China ?,2,,1
BPD Community Alert: BPD Seek's Public's Help to ID Suspect Wanted in Connection to Sexual Assault in Hyde Park,1,,1
"Housing Crisis: Prefab advertised to rent for €1,300 per month in Dublin -",1,,0
Look at the comments in the red box. The first from Joseph Keith and the reply from Valerie Keith.,0,,0
"Man killed in Noble Square carjacking identified as 28-year-old nursing student, small business owner…",1,,1
News Alert: Ashley Judd just hit B-list actress from being groped at Airport.,1,,0
What about years lost for those arrested for false #SaffronTerror whipped up by Ahmed Patel and Sonia Gandhi?TOI co…,0,,0
"Today at approx. 4:30am bear sighting in N. Pomona. Officers arrived on scene, followed the bear & waited for…",1,,1
"If war erupts in North Korea, China would likely have to intervene and the consequences would be grave",1,,0
Students the next target of Philippine President Rodrigo Duterte's war on drugs.,2,,0
"Those who defend their homes & villages from IEDs/bombs r death squads, says the terrorists who attack civilian bus…",0,,0
This compelling love story from Laura Taylor shines -RT Book Reviews. MIDNIGHT STORM: #kindle #romance,0,,0
"Dowd confirmed his comments... meaning that per Dowd, FBI took attorney-client privileged docs during the raid! /4",2,,1
Washington officials investigating Sumas blueberry farm to see if workplace conditions caused death of temp worker: http…,2,,1
"War is a death penalty for the poor, the rich are more likely to die from smoking than arsenal.",0,,0
Fab @colbertlateshow riff on #nca4 climate science special report has forecasters forced to leak weekend weather.,1,,0
"Despite Sino-Indian tensions, many in #China noticing Modi's Weibo condolences over the earthquake (but many commen…",1,,0
Chicago man charged in stabbing during concert at Northerly Island,1,,1
Labour council in Birmingham has provoked resistance,1,,0
"The horror of ""Fire and Fury” and the Lockheed Martin share price @SoberLook",2,,0
NCA has uncovered many cases of slave cases having raided the Legal Aid Agency contracts drawer in Nottingham!,0,,0
Police are seeking witnesses to a serious collision near #Axminster yesterday which left four men injured.…,1,,1
"Israel's Prime Minister Benjamin Netanyahu is officially accused of bribery, fraud, and breach of trust",2,,2
"My 2nd rescue kitty Belle, her first morning with me and she's purring like crazy via",0,,0
Henri #VanBreda speaking to defense lawyer Pieter Botha in CT High Court.State witness Sharlene Otto in background.…,2,,1
"The Breitbart attacks on McMaster have put Bannon in an especially awkward position with his new boss, John Kelly…",2,,2
"Contaminated eggs: Netherlands failed to sound alarm, says Belgium",2,,1
Great to see the Blueshirts and Sons of Dev ad idem on continuing the housing crisis and mass homelessness indefinitely. #todaysor,1,,0
KZN capital engulfed in noxious smoke as rubbish dump catches fire,1,,1
Community members and police have helped to save a beached whale on Friday afternoon at Mackay #7News…,2,,1
BREAKING: Car vs. Bus accident on US131 northbound near 10 Mile...right lane and ramp closed. @FOX17,1,,1
Note of Warning to Autistics (via Nico Ian Nicholson)| Problematic Authors Seeking…,0,,0
Jaitley wnt 2 meet RSS activist's family killd in a gang war bt hd no time 4 d family of IAS offcr who died on duty.,0,,0
"TV News: Thrones, Sub, Crash, Romanoffs, Medici",0,,0
Why We Are Not Calvinists 4 #BibleStudy Unconditional Election #JesusSaves Bro Tim Fellure,1,,0
This is the worst possible approach to take with an already volatile situation in Venezuela. Maduro will grab on to…,0,,1
Barbour County covered bridge unusable after Thursday night fire,1,,1
Police dismiss claims they are set to axe [Sir Edward] Heath [PedoSadism] probe #OpDeathEaters,2,,0
Scandal-Plagued Berkeley Chancellor Gets $434K to Do Nothing for a Year - Breitbart via @BreitbartNews,2,,0
Authorities in South West State put the death toll of clashes between #AlShabaab & militia loyal to Ex AlShabaab leader Mukhtar Robow at 27.,3,,1
Ad: Carpet Flood Damage Melbourne -,0,,0
"Arrested for her husband's murder, Joann swears she didn't do it. Will anyone believe her? Out Aug 23. #ATOMs…",1,,0
"Tonight, Dutch goes AWOL and risks a dangerous procedure that connects her to Aneela's memories. #Killjoys…",0,,0
Tibet's fragile ecosystem is in danger. China must change its flawed environmental policy - Lobsang Sangay @guardian,2,,0
It is past time to stop officers from treating our communities like a theatre of war #StopMPD,0,,0
Battle of Alberta featured in third edition of Woodall Cup,1,,0
An American banker denies he was the person who pushed a woman in front of a London bus,1,,1
REMINDER: The Cooper and Guadalupe Rds intersection will be closed starting tonight at 8pm. Please plan accordingly…,1,,1
Because the only group more inept than the NFL is probably the NFLPA,0,,1
#Guam defends Trump's fiery words over North Korea nuclear threat as it finds itself in middle of global crisis |…,3,,0
Corey Lambert fired as Ehret football coach 3 weeks before start of season #nolaprep,2,,0
"South Korea: Box Office (& More) Business As Usual, Despite “Unruly” Neighbor",1,,0
"“So let those beware who dissent from the Prophet’s order, lest fitnah strike them or a painful punishment.” [Al-Nur 65:2]",0,,0
"SAPD: Armed suspects zip-tie wireless store clerk, flee with electronics and cash",1,,1
Clarke was going to let her mom die to save the human race. Clarke killed Finn to avoid war. Clarke couldn't kill B…,0,,0
We're back with more Etrian Odyssey IV: Legends of the Titan today at 4PM PT. Join us as we battle more FOEs on…,0,,0
Amazon passes Target in ranking of top U.S. retailers,3,,2
Interview: Brendan Muldowney opens up about his bloody battle epic ‘Pilgrimage’,1,,0
"NYPD let’s driver off the hook because he ""probably didn't realize he had hit the victim.""",1,,1
"If VA Republicans can't find a replacement in HD2, it would drop the # of districts they're contesting this fall to…",1,,0
"All Crown land in #Cariboo Fire Centre closed to public access, effective today: #BCwildfire",1,,1
"One of K-pop’s most famous boy bands, BTS is especially popular in Hawaii and parts of California…",1,,0
DRIVE TIME ALERT: Wreck on I-26 WB at the University Blvd. Exit. #chstrfc,1,,1
Warning! Watching Arsenal is bad for Health,0,,0
Slightly concerned that all the columnists saying Trump wouldn't start a nuclear war are the same ones who said he wouldn't be President.,0,,0
ACLU Asks SCOTUS: Can Police Get Location Data Without a Warrant? #LegalTech @FindLawLP,2,,1
US-South Korea military exercise to start Aug. 21 -Pentagon #BreakingNews,3,,0
CNN fires Jeffrey Lord after Nazi salute tweet,3,,1
Somebody should tell Chelsea Handler that the CONOPs for that contingency all got shredded on 9 November when the r…,0,,1
"On this day 1944, Japanese Lt. General Hideyoshi Obata commits ritual suicide. Battle of Guam was over & island was…",0,,0
Pretending that there is no slutshaming of Kamala Harris doesn't make the evidence disappear. Police your misogynis…,0,,0
Giving Trump the nuclear codes was like giving Manson & Ted Kaczynski bombs. Trump is an unstable sexual predator &…,0,,0
#BREAKING Man killed in police-involved shooting in North Philadelphia,2,,1
Civilian Denise Maney was Raped/Stabbed to Death by Former Camp Pendleton Marine Andrew Urdiales in CA (1995) @USMC,1,,0
#AWANInews #AWANIpagi JAWI to investigate alleged involvement of Muslims in Atheist group,2,,0
"Cat lost her eye to an accident, but with modern technology's help, she regained it.",1,,0
Did President Donald Trump Target a Democratic State Senator’s Family for Deportation?,2,,1
Why was Obama's AG Lynch using an alias in emails to conduct official business? Remember what she told Gowdy last y…,2,,0
Updated security warning for US Citizens amid reports of an opposition march scheduled for Aug. 12 at 11:00am.,2,,0
Lawyer who took down Gawker has now set his sights on Techdirt #CitizenRadio,2,,0
GOP super PAC expresses support for future senator Kid Rock,2,,0
Destro and Soundwave. My variant cover for IDW's First Strike. #transformers #GIJoe,0,,0
ICE is using children as bait to arrest undocumented parents:,2,,1
Exclusive: Netflix Orders 'Best Worst Weekend Ever' Comedy Series,2,,0
"PICS: Possible tornado damage in Hawkesville, ON (northwest of Kitchener). Buildings destroyed at this property, re…",2,,1
Let's help an SRA stay safe in America. Please sign this petition!,0,,0
"The NV GOP Gov was asked 2day about his parties effort 2 recalibrate the State Sen by targeting women, his response “they are on their own”.",2,,0
San Jose: Snorlax(Lick/Earthquake) hatched. Available until 20:11:19 (1h 55m).,0,,0
"A magnitude-3 earthquake hit Calatagan, Batangas Saturday morning, hours after a magnitude-6.3 shook Nasugbu Friday…",2,,1
It Ain’t Over! The Brandy vs. Monica Feud Is Back ON! ‘I’m Not to Be F*cked With Today’ (Pics) (via @lovebscott),0,,0
"Hepatitis B vaccine found to increase heart attack risk by 700% but , hey(!), your docs say it's just fine right?",2,,0
their human rights are violated by the worst dictator like Kim? If so the US should receive UN sancti…,0,,0
Democrats are more fearful of nuclear war with North Korea than Republicans,0,,0
Click here to support Lost Everything 2 Fire/Medical Fund organized by Christopher Taylor,0,,0
"African Americans descendants of Slaves Stop allowing other race Indians, Asians, Hispanic, to steal…",0,,0
Amir Khan apologizes to Anthony Joshua after he accused him of having an affair with…,2,,0
"#rapefugees MAKING MEMORIES of crime.. Gang-rape livestream: Migrant suspects,Sweden",0,,0
Times Square attack highlights pedestrian safety in NYC - Las Vegas Review-Journal,2,,1
Ozubulu: We’ll tell ‘Bishop’ to repent if he’s into crime –Nnewi Diocesan Punch Newspapers,2,,0
Anything to take the attention off the Russia investigation.,0,,0
"Major Iranian newspapers carry photos of Hajaji, whom ISIS beheaded and Iranian gov is promoting as a martyr.",2,,1
Via @denveropinion: Denver has had some of the nation’s worst drivers for a long time,0,,0
Martyr Dr.Ibrahim Khalil victim of remnants of landmine while he was trying to escape the bombardment in besieged…,1,,0
The 50-Year Legacy of Glacier's Night of the Grizzlies - Outside Magazine #TopStories,0,,0
Uttarakhand: Ogla-Dharchula State Highway damaged due to rain in #Pithoragarh,1,,0
#NRLmelsyd 4' Vunivalu was tackled in the air there and the Storm play the ball on their 30 #IMAROOSTER #NRLStormRoosters From Sydney Roost…,0,,0
"True in the USA, true here in the UK and true the world over.",0,,0
*RED ALERT* Cobb Co.: All lanes blocked I-285/nb (inner loop) at Paces Ferry Road (exit 18) with a multi-vehicle wreck. Delays building.,1,,1
Russia's policy in the Middle East 'saved millions of lives' from #terrorism #SyriaCrisis,1,,0
Arsenal 1 Crystal Palace 1: Gunners booed off as Bolasie strike ends Wenger's title dream #Arsenal…,0,,1
NY man arrested with $300k in suspected drug money in hidden compartment -free to go under NJ bail reform #NoOnSB10,1,,1
Rangers team during the war were proved to be hiding in the shipyards. Why not print a story about that?…,0,,0
Today: The Lost Champions Of Yugoslavia Reimagined - four pre-war title winners resurrected via @chrisoakley,1,,0
"How do Russians cope with the Great Terror, one of the bloodiest periods in their history? Well, it's complicated.…",1,,0
Wastewater injection played a role in Oklahoma’s largest earthquake,2,,0
"Cultural terrorism is as dangerous as bombs and bullets, says Leo McKinstry",2,,0
"Flash Flood Watch for Bowie, Franklin, and Camp County in TX until 7:00pm Sunday. updates with...",1,,0
"See Video Lecture & Text: ""Islam & the 'Sexual Ethics' of Jihad Slavery""",0,,0
Wasserman Prosecutor’s Death Was Ruled A Suicide… Police Statement Unveils 1 Hidden Truth #news #feedly,2,,1
Why is there an acknowledgement to Stephen Govier in Michael Bloch's book about Jeremy Thorpe?,0,,0
FDA approves the first device for cerebral embolic protection during TAVR procedures:,2,,1
weaponized - like black skin in America? These pilgrims were unarmed targets of state violence. Racist brutality…,0,,0
How to Resolve the North Korea Crisis,1,,0
Adria Martinez steals the ball and Juan Sario finalises the counter attack as @RFEBalonmano reach the break lead…,0,,0
The of every three badgers killed would pay for a nurse in the NHS #CrushCruelty #badgercull,0,,0
"Are you saying this is worse than the accusation of r*pe, pedophilia, abuse and death threats to his family and him…",0,,0
China cracks down on dockless bike share firms but asks local governments to plan for their impact #cycling…,2,,0
"Uber is the most valuable U.S. startup, with Airbnb and WeWork following far behind it:",2,,1
Number of #NRA gatherings that have had to be broken up by riot police this decade: 0.,0,,0
#WW1OnThisDay 1915 12/8 Gallipoli (Suvla): a watch belonging to King George V's land agent Frank Beck turned up in Constantinople post war,0,,0
"About 90,000 Christians were killed in 2016 because of their faith, accorindg to World Religion News.",2,,0
Resignation of Manhattan Sen. Daniel Squadron is putting new scrutiny on New York election laws,2,,1
"15 districts in Assam continue to remain under grip of flood, 781 villages & 354326 ppl affected;a few rivers also…",3,,1
Strongly Condemn Quetta Blast but sadly Not a word by NS about Quetta blast in his speech. SAD ! Can anyone be so callous. God Bless,0,,1
#NJSP troops and members of Hamilton Twp. PD welcomed home a young boy after he underwent emergency brain surgery.…,1,,0
Dual Threat of Severe Storms and Flooding in North/Northeast Texas Today/Tonight #txwx…,1,,1
"Can't waste time on anyone that thinks NASA footage is legit. If they are not willing to question that, then move along. #flatearth",0,,0
"Man indicted on murder, other charges in deadly standoff: TRENTON, N.J. (AP) A man…",1,,0
"If only Obama could ""reemerge"" in jail for all his war crimes in Libya, Syria, Ukraine, Yemen, etc... And take Hill…",0,,0
Tonight's Chris Robinson Brotherhood show in Charlottesville postponed due to civil unrest. A note from @TheCRB:,2,,0
Medical rescue ship suspends work after alleged threats by Libyan coastguard,2,,1
Congrats to Fairfield American Little League Team who is heading to Williamsport for the Little League World Series!,1,,0
"We don't have to ""study"" the hate Trump helped unleash in #Charlottesville. Trump is AWOL in calling this racist terrorism for what it is.",0,,0
"@ambertamblyn L.A. poets & literary treasures, Holly Prado & Harry Northrup lost belongings in recent fi…",1,,0
This is 100% on @realDonaldTrump he emboldens white supremacist terrorism in America by asking liberals to love them like neighbors.,0,,0
"@DailyProgress Eyewitness account here. Likely provocation by Antifa Nazis, not terrorism!…",0,,0
We're deeply saddened by the loss of 7 #WhiteHelmets heroes who were shot dead earlier today by unknown gunmen at t…,2,,2
Jimmy Kimmel's baby boy made his first visit to dad's work and his smile says it all:,1,,0
"Check this out..... What's Inviolate 2 ""POTUS45"" Can't/Won't Attack White Supremacist, Neo-Nazis, Racist & Putin.. Connect-The-Dots",0,,0
ACLU confirms that police were given stand-down order. This invited the violence the city used to shut down a court…,2,,3
"UNACCEPTABLE: Nazi salutes, white supremacists, violence, terrorism, hatred in #Charlottesville. Not ""all sides."" Just one side.",0,,2
"At 14 weeks old, Ace the Labrador pup wasn't sure how to get down stairs for the first time.",0,,0
Severe Thunderstorm Warning for Adams County in ND until 7:15pm MDT. #ndwx,1,,1
"Wolf: ""Fans who support other teams will have big concerns... because they will witness SKT climbing back to the t……",1,,0
Candle Light Vigil at the State House for the lives lost today in #Charlottesviille,2,,1
Former attorney-general: Give Jewish-owned Sheikh Jarrah properties to Palestinians - The Jerusalem Post,2,,1
"Police just announced 3 arrests in connection with the rally, current as of 10pm.",2,,1
Counter-terrorism tourism in the Occupied West Bank for just $115.,0,,0
Melbourne Storm fear Rebel-raid as battle begins for Marika Koroibete #MelbourneStorm #MelbourneStorm,2,,0
Crash happened hours after State of Emergency was declared which made all public assembly illegal.,1,,1
"Chugtai, 9, was lying on the ground suffering but no one stopped, not the police nor Rescue 1122: Uncle",1,,1
"CBS2 Exclusive: Car Jumps Curb, Slams Into Building In Canarsie, Brooklyn",1,,1
"APT28 Using EternalBlue to Attack Hotels in Europe, Middle East: via @threatpost",2,,0
Are Amber Rose and 21 Savage about to tie the knot?!?! #TMZ,1,,1
"Benjamin Netanyahu Being Investigated for Fraud, Breach of Trust and Bribery Liberty Front Press",2,,1
Tariq when that white lady got killed #PowerTV,0,,0
'To retaliate against #US': 3.5mln N. Koreans have joined the military to fight in the event of a war - state media…,2,,2
#Evacuation alert for Sitkum Creek & Crescent Bay area near #NelsonBC Issued by RD of Central Kootenay #BCwildfire,2,,1
"Dear my KE brethren, whether you're Expat,Jubilee or ODM, if they're killings going on, condemn them,don't cover up extra judicial killings",0,,0
"#Kashmir: 3 insurgents identified as Irfan Sheikh, Umar Majeed and Adil Malik have been killed in overnight gunfight in #Shopian.",2,,1
"Migrants storm into Europe, this isn't immigration - it's an invasion.",0,,0
Using AWS Disaster Recovery #programming #software_development,0,,0
Nazis are marching and there's panicked discussion about potential nuclear war in Asia. Not a big fan of 1945 so far.,0,,0
The scariest Test England ever played: terror at the hands of West Indies. By Rob Smyth,1,,0
You people are still advertising Kajuru castle when over 30 people were killed in the host community not too long ago? Ok na.,0,,0
[VIDEO] Erdo_an reiterates will approve death penalty once passed by Parliament,2,,0
Cumbria police appeal after man attacked in car park by group of males - which included a 15-year-old boy,1,,1
It looks like police in #Charlottesville stood by and let murderous situation escalate until someone was killed,0,,1
"If humans are manifestation of Earth, is human-made pollution therefore a manifestation of the Earth destroying itself? #MeditateWithMystic",0,,0
#News #europe Juncker's expenses are deeply damaging to the EU's image - HITC: HITC Juncker…,0,,0
"Even though the #cholera outbreak is slowing down, with 5000 daily cases and 500000 people infected, current rain i…",2,,0
"Girl Raped & Video Shot By Muslims in Uttar Pradesh, Family Pressurized To Bury The Case - -",2,,1
#JoinProfessionalsCongress to do Corruption Sympathise Muslim Riots Terrorists Crime Against Women Professionaly Mid-Year Economic Survey,0,,0
Judiciary bars HH’s lawyer for Facebook commentaries; HH now in Lusaka for trial,2,,1
The horrors at #Charlottesville began when Trump announced his presidential bid by calling Mexicans rapists.,0,,0
SAPS arrested house robbery suspects who fled the home with an Audi Q5.,1,,1
"2nd, @POTUS should fire all WW staff w/ties to white nationalists. Those who excuse hate don't belong on the payroll of American people 8/17",0,,0
Driver praised for evacuating passengers after Largs bus fire,1,,0
Shut UP!! James Ibori Is Not The Only Ex-Convict Nigerian Politician - PDP Releases Damning List Of APC Ex-Convicts -,0,,1
"Manager of Grand Cubana Club, Owerri, Imo State, accused of assaulting a girl who allegedly turned him down during…",1,,1
"Nacogdoches police arrest several involved in prostitution, human trafficking.",2,,1
Exxon Mobil still pumping toxins into black community in Texas 17 years after civil rights complaint by @fastlerner,2,,0
Florida: No death penalty for Muslim who killed men for disrespecting his conversion to Islam,2,,1
"#mufc yet to confirm squad numbers, so Andreas Pereira still down as number 44",1,,1
"Anne Frank Center points out ""alarming"" parallels between Trump's America and pre-Holocaust Germany",1,,0
"The most absurd thing Trump has done so far is say ""best regards"" to people injured by terrorists",0,,0
"The Latest: Kenya police deny 24 death toll, say it is 6 - ABC News",3,,1
This $6 million compound in Colorado is a fly fisher’s paradise,0,,0
Here's the truth of what they're not telling you about Charlottesville. Watch this video from infowars,1,,0
"The presentation of the DRAFT Capital City Mill District Area & Corridor Plan will be held August 17, from 6-8 p.m.…",0,,0
"Charlottesville Cops Showed Restraint At First, And People Are Wondering Why | via @albertsamaha",1,,0
Too late and surrogates don't count since they're only trying to cover Trump's a$$! That ship sailed yesterday. Too late.,0,,0
Condemn in the strongest terms the cowardly attack in Quetta. 4 years on still no implementation of NAP.,0,,0
"Montreal police seek public help to find McGill music professor Eleanor Stubley, 57, missing since Monday",1,,1
Shooting stars expected tonight | Bangkok Post: learning #MeteorShower #MeteorShower,1,,1
Earth wind & fire puts me in such a good mood,0,,0
PIN THIS VIDEO: White Nationalists and KKK members physically resisting against riot police with no arrests made.,2,,1
"Tha Suspect - Amanisong Ft. Ikpa Udo, SaaaviouR, Sagas X Snookie",0,,0
Trump tries to erase climate change from the Department of Agriculture,3,,1
OMG - Has anyone looked at the newspapers in Europe? America is now seen as Racist & Violent! #GOPShame,0,,0
"Trump criticized democrats for not saying ""Radical Islamic Terorists"" but he won't say ""White Supremacists!"" Trump…",0,,0
"Haiti Official, Who Exposed The Clinton Foundation, Found Dead #Clintons need an accountant just for the bodies. ht…",2,,0
"Anti-Whiteism, White Hatred & White Haters, created by ZIOzOG GoyDebtEnslavingBigLieFalseNews-SLAVE NEWS MassMedia",0,,0
There's literal terrorist in our country already but trump worried about people traveling from the Middle East to America.,0,,0
Here's evidence Steve Bannon joined a Facebook group that posts racist rants and Obama death threats,2,,1
"The South is rising again with aid from fascist, militarized police and Russia, the POTUS ain't Lincoln and the GOP ain't Lincoln's party.",0,,0
Durango mountain biker struck and killed by lightning on Sunday #mountainbike,1,,1
Elephant Spotted In Residential Street In Ventura County CBS Los Angeles,1,,1
India heightens alert level after increased tensions with China,2,,1
There are so many things that are suspect in this whole attack.There needs to be transparency & consequences for th…,0,,0
Back to Back Jacks Ian Happ and the Bomb Squad has arrived. #ChicagoBombSquad Baby #6-1 Cubs,0,,0
BREAKING: Anonymous hackers say they have proof Russia hacked into VOTING MACHINES for US election.,3,,1
"There's never any excuse for Nazi signs - Jews, Gypsies, Slavs, the handicapped, prisoners of war all massacred for…",0,,0
Barnaby's bombshell plunges Turnbull government into yet another crisis of self obsession. via @smh,2,,0
"VIRGINIA: James Alex Fields Jr: 1 count of 2nd degree murder, 3 counts of malicious wounding, 1 count of hit-and-ru…",1,,1
The below gentlemen praised Trumps leadership for halting the flood of Islamic refugees into the country . He's rig…,0,,0
"Somebody come and get Gerard before he falls and breaks a hip, or dies from a heart attack #TeenWolf",0,,0
Police: Denver woman dies trying to save son in Clear Creek in Golden via @RubinoJC,1,,1
E. #Damascus: video showing Faylaq Al-Rahman wiping out Post Building with tunnel bomb after it was infiltrated by…,2,,1
Sir if all the builders goes bankrupt in Noida what will happen. Plse help 57 project stuck in PSP,0,,0
"in merit of #HeartsForJinDay , here is a little mv of Fire: Jin version that i made because Jin infires me :D enJOY…",0,0,0
We are seeing why Justin always spoke against QUEBEC Separation Concepts He wants to Flood Quebec With Foreigns,0,1,0
The mayor and police chief need to be charged with negligent homicide.,0,2,0
"$GRDO I've never felt more strongly about a OTC stock before! This is a no brainer buy for me, .01+ target IMHO $GRDO #GRDO",1,0,0
A painful curve ball for 'Daybreak' anchor Ron Corning,1,2,0
"When Family Guy is more accurate than 45. White supremacists, Nazis, and whiteness as a terror exemption.",0,0,0
Dave Matthews Disgusted By Pro-Trump Racist Rally In His Hometown,2,1,1
which one was killed by police and which one is a nazi terrorist? It's the NYTimes so it's anyone's guess!,0,0,0
"1. Growing up, most arabs (including myself) were taught that the word for black people was ""abeed"", which is Arabic for slave.",0,0,0
Mint ice cream is bomb you're out of your frickn mind if you don't luv it,0,0,
A leader who doesn't hesitate before he sends his nation into battle is not fit to be a leader. - Golda Meir,0,0,
"SRK, King of Romance may disappoint us but the businessman SRK never does. If #jhms released on 11th with #TEPK it would have been disaster",0,0,
Delhi Police's Special Cell have put posters of wanted terrorists ahead of #IndependenceDay Plz maximum to maximum…,1,2,
